top200_Celf4_targets,top500_Celf4_targets,parikshak_2016_ctx.M4,parikshak_2016_ctx.M9,parikshak_2016_ctx.M10,parikshak_2016_ctx.M16,parikshak_2016_ctx.M19,parikshak_2016_ctx.M20,psychEncode_ASD_FDR<0.01,psychEncode_ASD_FDR<0.001,psychEncode_SCZ_FDR<10e-5,psychEncode_SCZ_FDR<10e-9,psychEncode_BD_FDR<0.01,psychEncode_BD_FDR<0.001,SFARI_ASD_Candidate,FMRP_targets_Darnell_2014,conserved_CHD8_promoters_Cotney_2015,CPEB4_binding_Parras_2018,Rbfox1_up_target_genes_Lee_2016,All_Rbfox1_regulated_genes_lee_2016,All_Rbfox1_3'UTR_targets_Lee_2016
,,,,,,,,,,,,,,,,SOCS5,,,Lypd1,
,,,,,,,,,,,,,,,,SOCS5,,,Ppfia4,
,,,,,,,,,,,,,,,,CALM2,,,Gad2,
,,,,,,,,,,,,,,,,FBXO11,,,Sgip1,
,,,,,,,,,,,,,,,,FOXN2,,,Mycl1,
,,,,,,,,,,,,,,,,PPP1R21,,,Sorbs2,
,,,,,,,,,,,,,,,,ACYP2,,,Pip5k1c,
,,,,,,,,,,,,,,,,SPTBN1,,,Lars2,
,,,,,,,,,,,,,,,,RTN4,,,Ndrg4,
,,,,,,,,,,,,,,,,RTN4,,,Cdk19,
,,,,,,,,,,,,,,,,CCDC88A,,,Mtap7d2,
,,,,,,,,,,,,,,,,SMEK2,,,Rab9b,
,,,,,,,,,,,,,,,,PEX13,,,Ankrd45,
,,,,,,,,,,,,,,,,PUS10,,,B230217C12Rik,
,,,,,,,,,,,,,,,,USP34,,,Npm1,
,,,,,,,,,,,,,,,,XPO1,,,Zfp462,
,,,,,,,,,,,,,,,,CCT4,,,Stard4,
,,,,,,,,,,,,,,,,TMEM17,,,Itpka,
,,,,,,,,,,,,,,,,VPS54,,,Ampd2,
,,,,,,,,,,,,,,,,C1D,,,Dbh,
,,,,,,,,,,,,,,,,PPP3R1,,,Med1,
,,,,,,,,,,,,,,,,PCBP1,,,Hn1,
,,,,,,,,,,,,,,,,PCBP1-AS1,,,Ttc33,
,,,,,,,,,,,,,,,,ZNF638,,,Rab2b,
,,,,,,,,,,,,,,,,SFXN5,,,Rrm2b,
,,,,,,,,,,,,,,,,CCT7,,,Ndufa6,
,,,,,,,,,,,,,,,,PRADC1,,,Larp4,
,,,,,,,,,,,,,,,,BOLA3,,,Prph,
,,,,,,,,,,,,,,,,BOLA3-AS1,,,Cdh2,
,,,,,,,,,,,,,,,,MTHFD2,,,Tmem2,
,,,,,,,,,,,,,,,,TTC31,,,Shoc2,
,,,,,,,,,,,,,,,,CCDC142,,,B3gat2,
,,,,,,,,,,,,,,,,KCMF1,,,Rnf2,
,,,,,,,,,,,,,,,,ELMOD3,,,Fam152a,
,,,,,,,,,,,,,,,,RETSAT,,,Gatm,
,,,,,,,,,,,,,,,,LOC100630918,,,Tjp1,
,,,,,,,,,,,,,,,,MAT2A,,,Synm,
,,,,,,,,,,,,,,,,MRPL35,,,Rab30,
,,,,,,,,,,,,,,,,KDM3A,,,Lgi3,
,,,,,,,,,,,,,,,,KDM3A,,,Tmem132d,
,,,,,,,,,,,,,,,,RNF103,,,Iqsec1,
,,,,,,,,,,,,,,,,SEMA4C,,,Snx2,
,,,,,,,,,,,,,,,,ACTR1B,,,Cacna1a,
,,,,,,,,,,,,,,,,TMEM131,,,Tbr1,
,,,,,,,,,,,,,,,,COA5,,,Raver2,
,,,,,,,,,,,,,,,,UNC50,,,Map3k7ip3,
,,,,,,,,,,,,,,,,CNOT11,,,Csgalnact1,
,,,,,,,,,,,,,,,,MAP4K4,,,Trim67,
,,,,,,,,,,,,,,,,MAP4K4,,,Egr2,
,,,,,,,,,,,,,,,,MAP4K4,,,Grem2,
,,,,,,,,,,,,,,,,LOC100506421,,,Vamp7,
,,,,,,,,,,,,,,,,POU3F3,,,Slc6a7,
,,,,,,,,,,,,,,,,NCK2,,,Ptprt,
,,,,,,,,,,,,,,,,LIMS1,,,Caln1,
,,,,,,,,,,,,,,,,10-Sep,,,Samd5,
,,,,,,,,,,,,,,,,SOWAHC,,,Phactr2,
,,,,,,,,,,,,,,,,ZC3H6,,,Kcnma1,
,,,,,,,,,,,,,,,,SLC35F5,,,Slc24a3,
,,,,,,,,,,,,,,,,ACTR3,,,Dnajc5,
,,,,,,,,,,,,,,,,PTPN4,,,Ubl3,
,,,,,,,,,,,,,,,,EPB41L5,,,7-Sep,
,,,,,,,,,,,,,,,,EPB41L5,,,Pnck,
,,,,,,,,,,,,,,,,EPB41L5,,,Cdkn1b,
,,,,,,,,,,,,,,,,CLASP1,,,Crtc1,
,,,,,,,,,,,,,,,,LOC254128,,,Eif4g2,
,,,,,,,,,,,,,,,,LOC254128,,,Atp6v1b2,
,,,,,,,,,,,,,,,,TSN,,,Hnrnpa0,
,,,,,,,,,,,,,,,,SFT2D3,,,Rala,
,,,,,,,,,,,,,,,,WDR33,,,Ewsr1,
,,,,,,,,,,,,,,,,MZT2B,,,Nav1,
,,,,,,,,,,,,,,,,SMPD4,,,Mkl2,
,,,,,,,,,,,,,,,,SMPD4,,,Ppp1cb,
,,,,,,,,,,,,,,,,CCDC115,,,Eef1a2,
,,,,,,,,,,,,,,,,IMP4,,,Elmo2,
,,,,,,,,,,,,,,,,LOC100129961,,,Rac3,
,,,,,,,,,,,,,,,,CCNT2,,,Atp6v1e1,
,,,,,,,,,,,,,,,,R3HDM1,,,Serinc1,
,,,,,,,,,,,,,,,,ZRANB3,,,Ddit4,
,,,,,,,,,,,,,,,,UBXN4,,,Rab1,
,,,,,,,,,,,,,,,,ZEB2,,,Nsg2,
,,,,,,,,,,,,,,,,ZEB2-AS1,,,Spnb2,
,,,,,,,,,,,,,,,,ACVR2A,,,Cyfip2,
,,,,,,,,,,,,,,,,EPC2,,,Ube2g1,
,,,,,,,,,,,,,,,,RIF1,,,Cygb,
,,,,,,,,,,,,,,,,RIF1,,,Akap5,
,,,,,,,,,,,,,,,,RIF1,,,Eif5,
,,,,,,,,,,,,,,,,RIF1,,,Mtmr6,
,,,,,,,,,,,,,,,,ARL5A,,,Tsc22d1,
,,,,,,,,,,,,,,,,STAM2,,,Dpysl2,
,,,,,,,,,,,,,,,,7-Mar,,,Ank,
,,,,,,,,,,,,,,,,PSMD14,,,Ywhaz,
,,,,,,,,,,,,,,,,STK39,,,Nell2,
,,,,,,,,,,,,,,,,KLHL23,,,Mgrn1,
,,,,,,,,,,,,,,,,GORASP2,,,Fgf12,
,,,,,,,,,,,,,,,,TLK1,,,Cd200,
,,,,,,,,,,,,,,,,DCAF17,,,Senp5,
,,,,,,,,,,,,,,,,METTL8,,,Scg5,
,,,,,,,,,,,,,,,,DYNC1I2,,,Hnrpll,
,,,,,,,,,,,,,,,,DYNC1I2,,,Etf1,
,,,,,,,,,,,,,,,,DYNC1I2,,,Ndfip1,
,,,,,,,,,,,,,,,,DYNC1I2,,,Dcp2,
,,,,,,,,,,,,,,,,DYNC1I2,,,Adrbk1,
,,,,,,,,,,,,,,,,DYNC1I2,,,Stip1,
,,,,,,,,,,,,,,,,SP3,,,Hspa12a,
,,,,,,,,,,,,,,,,SP3,,,Usp33,
,,,,,,,,,,,,,,,,CHN1,,,Sirt3,
,,,,,,,,,,,,,,,,CHN1,,,Snca,
,,,,,,,,,,,,,,,,CHN1,,,Lancl1,
,,,,,,,,,,,,,,,,ATF2,,,Pnkd,
,,,,,,,,,,,,,,,,MIR933,,,Xpr1,
,,,,,,,,,,,,,,,,MTX2,,,Glul,
,,,,,,,,,,,,,,,,HNRNPA3,,,Lhx6,
,,,,,,,,,,,,,,,,MIR4444-1,,,Ndrg3,
,,,,,,,,,,,,,,,,FKBP7,,,Trim2,
,,,,,,,,,,,,,,,,PLEKHA3,,,Glrb,
,,,,,,,,,,,,,,,,NCKAP1,,,Ube2j1,
,,,,,,,,,,,,,,,,ZC3H15,,,Rnf11,
,,,,,,,,,,,,,,,,TMEM194B,,,Pik3r3,
,,,,,,,,,,,,,,,,MYO1B,,,Ncdn,
,,,,,,,,,,,,,,,,MYO1B,,,Gnb1,
,,,,,,,,,,,,,,,,MYO1B,,,Sparcl1,
,,,,,,,,,,,,,,,,TMEFF2,,,Actb,
,,,,,,,,,,,,,,,,MOB4,,,Wasl,
,,,,,,,,,,,,,,,,MOB4,,,Copg,
,,,,,,,,,,,,,,,,MOB4,,,Atp2b2,
,,,,,,,,,,,,,,,,MOB4,,,Dmwd,
,,,,,,,,,,,,,,,,SATB2,,,Pgm2l1,
,,,,,,,,,,,,,,,,C2orf47,,,Ubfd1,
,,,,,,,,,,,,,,,,TYW5,,,Atp6ap2,
,,,,,,,,,,,,,,,,SPATS2L,,,Cdk16,
,,,,,,,,,,,,,,,,SPATS2L,,,Chic1,
,,,,,,,,,,,,,,,,SPATS2L,,,Abhd12,
,,,,,,,,,,,,,,,,SPATS2L,,,Bsn,
,,,,,,,,,,,,,,,,BZW1,,,Nicn1,
,,,,,,,,,,,,,,,,BZW1,,,Pebp1,
,,,,,,,,,,,,,,,,BZW1,,,Znrf1,
,,,,,,,,,,,,,,,,BZW1,,,Gtf2h5,
,,,,,,,,,,,,,,,,CLK1,,,Sncb,
,,,,,,,,,,,,,,,,CLK1,,,Cd99l2,
,,,,,,,,,,,,,,,,TMEM237,,,Syt1,
,,,,,,,,,,,,,,,,TMEM237,,,Klhl13,
,,,,,,,,,,,,,,,,ALS2,,,Socs5,
,,,,,,,,,,,,,,,,BMPR2,,,Ddx1,
,,,,,,,,,,,,,,,,FAM117B,,,Mex3c,
,,,,,,,,,,,,,,,,RAPH1,,,Azin1,
,,,,,,,,,,,,,,,,INO80D,,,Phc3,
,,,,,,,,,,,,,,,,EEF1B2,,,Cpe,
,,,,,,,,,,,,,,,,NDUFS1,,,Mical2,
,,,,,,,,,,,,,,,,NDUFS1,,,Trp53inp2,
,,,,,,,,,,,,,,,,NDUFS1,,,Cbfa2t2,
,,,,,,,,,,,,,,,,KLF7,,,Fam125b,
,,,,,,,,,,,,,,,,KLF7,,,Ythdf1,
,,,,,,,,,,,,,,,,KLF7,,,Myst2,
,,,,,,,,,,,,,,,,KLF7,,,Pdk2,
,,,,,,,,,,,,,,,,MAP2,,,Ube3c,
,,,,,,,,,,,,,,,,CPS1,,,6-Mar,
,,,,,,,,,,,,,,,,LANCL1,,,Tnrc18,
,,,,,,,,,,,,,,,,LANCL1,,,Kif21b,
,,,,,,,,,,,,,,,,LANCL1,,,Rragb,
,,,,,,,,,,,,,,,,TTLL4,,,1110018G07Rik,
,,,,,,,,,,,,,,,,NHEJ1,,,Dhx9,
,,,,,,,,,,,,,,,,CNPPD1,,,Sgtb,
,,,,,,,,,,,,,,,,FAM134A,,,Nmnat2,
,,,,,,,,,,,,,,,,ACSL3,,,2900011O08Rik,
,,,,,,,,,,,,,,,,MRPL44,,,Csrnp3,
,,,,,,,,,,,,,,,,IRS1,,,Ngfrap1,
,,,,,,,,,,,,,,,,AGFG1,,,Fbxo41,
,,,,,,,,,,,,,,,,MIR5703,,,8030462N17Rik,
,,,,,,,,,,,,,,,,FBXO36,,,Lrrc49,
,,,,,,,,,,,,,,,,TRIP12,,,Bcl11b,
,,,,,,,,,,,,,,,,SLC16A14,,,Dcaf7,
,,,,,,,,,,,,,,,,CAB39,,,Prkcb,
,,,,,,,,,,,,,,,,CAB39,,,Gm672,
,,,,,,,,,,,,,,,,NCL,,,Pcdh9,
,,,,,,,,,,,,,,,,PTMA,,,Nap1l5,
,,,,,,,,,,,,,,,,COPS7B,,,Fto,
,,,,,,,,,,,,,,,,DIS3L2,,,Adap1,
,,,,,,,,,,,,,,,,GIGYF2,,,Aak1,
,,,,,,,,,,,,,,,,COPS8,,,Tubb2a,
,,,,,,,,,,,,,,,,GPC1,,,Cadm2,
,,,,,,,,,,,,,,,,ATG4B,,,3110035E14Rik,
,,,,,,,,,,,,,,,,THAP4,,,Gad1,
,,,,,,,,,,,,,,,,DTYMK,,,B3gat3,
,,,,,,,,,,,,,,,,ZCCHC3,,,5-Sep,
,,,,,,,,,,,,,,,,SOX12,,,Ppp1r12b,
,,,,,,,,,,,,,,,,STK35,,,Rab18,
,,,,,,,,,,,,,,,,PCED1A,,,Kif5a,
,,,,,,,,,,,,,,,,PCED1A,,,Ube2n,
,,,,,,,,,,,,,,,,VPS16,,,AI593442,
,,,,,,,,,,,,,,,,FASTKD5,,,Tceb1,
,,,,,,,,,,,,,,,,UBOX5,,,Prox1,
,,,,,,,,,,,,,,,,ATRN,,,Igfbp5,
,,,,,,,,,,,,,,,,AP5S1,,,Pim1,
,,,,,,,,,,,,,,,,SLC23A2,,,Gabrg1,
,,,,,,,,,,,,,,,,CDS2,,,Phax,
,,,,,,,,,,,,,,,,PCNA,,,Elavl2,
,,,,,,,,,,,,,,,,C20orf196,,,Gabra1,
,,,,,,,,,,,,,,,,CRLS1,,,Gyg,
,,,,,,,,,,,,,,,,CRLS1,,,Sap30l,
,,,,,,,,,,,,,,,,SNAP25,,,Fos,
,,,,,,,,,,,,,,,,SNAP25-AS1,,,Dapk1,
,,,,,,,,,,,,,,,,ESF1,,,Nckap1l,
,,,,,,,,,,,,,,,,ESF1,,,Abcc5,
,,,,,,,,,,,,,,,,NDUFAF5,,,Eya1,
,,,,,,,,,,,,,,,,MGME1,,,Ralgds,
,,,,,,,,,,,,,,,,SNX5,,,Sema6d,
,,,,,,,,,,,,,,,,SNX5,,,Usp1,
,,,,,,,,,,,,,,,,PET117,,,Gabrd,
,,,,,,,,,,,,,,,,DTD1,,,Fbxl10,
,,,,,,,,,,,,,,,,ABHD12,,,Cyfip1,
,,,,,,,,,,,,,,,,GINS1,,,Nr2f2,
,,,,,,,,,,,,,,,,BCL2L1,,,Cdh13,
,,,,,,,,,,,,,,,,PLAGL2,,,Car12,
,,,,,,,,,,,,,,,,POFUT1,,,Larp6,
,,,,,,,,,,,,,,,,C20orf112,,,Sun1,
,,,,,,,,,,,,,,,,C20orf112,,,Mxd4,
,,,,,,,,,,,,,,,,ZNF341,,,Ranbp10,
,,,,,,,,,,,,,,,,ITCH,,,Stim2,
,,,,,,,,,,,,,,,,NCOA6,,,Grin3a,
,,,,,,,,,,,,,,,,TRPC4AP,,,uc009kad-1,
,,,,,,,,,,,,,,,,CPNE1,,,Kcnd3,
,,,,,,,,,,,,,,,,CPNE1,,,Rapgef5,
,,,,,,,,,,,,,,,,RBM12,,,Zmpste24,
,,,,,,,,,,,,,,,,RBM39,,,Zfp536,
,,,,,,,,,,,,,,,,SCAND1,,,Fam123c,
,,,,,,,,,,,,,,,,SOGA1,,,Kctd4,
,,,,,,,,,,,,,,,,RBL1,,,Zadh2,
,,,,,,,,,,,,,,,,MROH8,,,Spock3,
,,,,,,,,,,,,,,,,RPN2,,,Gulp1,
,,,,,,,,,,,,,,,,RPRD1B,,,Slc35f3,
,,,,,,,,,,,,,,,,TTI1,,,Panx2,
,,,,,,,,,,,,,,,,PLCG1,,,Nap1l1,
,,,,,,,,,,,,,,,,FITM2,,,Fam19a1,
,,,,,,,,,,,,,,,,PKIG,,,uc009fht-1,
,,,,,,,,,,,,,,,,PCIF1,,,Mtap,
,,,,,,,,,,,,,,,,ZNF335,,,Trp53i11,
,,,,,,,,,,,,,,,,NCOA5,,,Epc2,
,,,,,,,,,,,,,,,,ELMO2,,,Lemd1,
,,,,,,,,,,,,,,,,ZMYND8,,,uc007zql-1,
,,,,,,,,,,,,,,,,SNORD12,,,Dgke,
,,,,,,,,,,,,,,,,SNORD12B,,,Hnrnpd,
,,,,,,,,,,,,,,,,SNORD12C,,,Tcf25,
,,,,,,,,,,,,,,,,ZFAS1,,,Pafah1b2,
,,,,,,,,,,,,,,,,ZFAS1,,,Mtfp1,
,,,,,,,,,,,,,,,,ZNFX1,,,Reep5,
,,,,,,,,,,,,,,,,B4GALT5,,,Med8,
,,,,,,,,,,,,,,,,UBE2V1,,,Sod2,
,,,,,,,,,,,,,,,,ADNP,,,2310044H10Rik,
,,,,,,,,,,,,,,,,ATP9A,,,Lnp,
,,,,,,,,,,,,,,,,ZFP64,,,Snap47,
,,,,,,,,,,,,,,,,PFDN4,,,Gdi1,
,,,,,,,,,,,,,,,,STX16,,,Slmo2,
,,,,,,,,,,,,,,,,STX16-NPEPL1,,,Taok1,
,,,,,,,,,,,,,,,,GNAS,,,Crk,
,,,,,,,,,,,,,,,,GNAS,,,6330403K07Rik,
,,,,,,,,,,,,,,,,TAF4,,,Lin7a,
,,,,,,,,,,,,,,,,LSM14B,,,Zwint,
,,,,,,,,,,,,,,,,SS18L1,,,Rnf187,
,,,,,,,,,,,,,,,,PSMA7,,,Atxn7l1,
,,,,,,,,,,,,,,,,DIDO1,,,Fam49a,
,,,,,,,,,,,,,,,,DIDO1,,,Efr3b,
,,,,,,,,,,,,,,,,GID8,,,Dnmt3a,
,,,,,,,,,,,,,,,,PPDPF,,,Pacs2,
,,,,,,,,,,,,,,,,ARFRP1,,,Meg3,
,,,,,,,,,,,,,,,,ARFRP1,,,Hapln1,
,,,,,,,,,,,,,,,,ARFRP1,,,Rab3c,
,,,,,,,,,,,,,,,,ZGPAT,,,Rasgrf2,
,,,,,,,,,,,,,,,,ZGPAT,,,Samd8,
,,,,,,,,,,,,,,,,ZNF512B,,,Nkiras1,
,,,,,,,,,,,,,,,,NRIP1,,,Ctsb,
,,,,,,,,,,,,,,,,USP25,,,Gsk3b,
,,,,,,,,,,,,,,,,NCAM2,,,2310016M24Rik,
,,,,,,,,,,,,,,,,ATP5J,,,Spast,
,,,,,,,,,,,,,,,,GABPA,,,Mapre2,
,,,,,,,,,,,,,,,,GABPA,,,Zfp871,
,,,,,,,,,,,,,,,,APP,,,Impact,
,,,,,,,,,,,,,,,,BACH1,,,Napg,
,,,,,,,,,,,,,,,,BACH1,,,Ppp2r5b,
,,,,,,,,,,,,,,,,TIAM1,,,Pacs1,
,,,,,,,,,,,,,,,,SOD1,,,Arih1,
,,,,,,,,,,,,,,,,SCAF4,,,Atp5a1,
,,,,,,,,,,,,,,,,HUNK,,,Gdap1,
,,,,,,,,,,,,,,,,C21orf49,,,Als2,
,,,,,,,,,,,,,,,,PAXBP1,,,Ptpn4,
,,,,,,,,,,,,,,,,GART,,,Nucks1,
,,,,,,,,,,,,,,,,GART,,,Rbm18,
,,,,,,,,,,,,,,,,GART,,,Strbp,
,,,,,,,,,,,,,,,,GART,,,Pmpca,
,,,,,,,,,,,,,,,,SON,,,Dut,
,,,,,,,,,,,,,,,,CRYZL1,,,Pkia,
,,,,,,,,,,,,,,,,ITSN1,,,Gucy1b3,
,,,,,,,,,,,,,,,,MORC3,,,Rit1,
,,,,,,,,,,,,,,,,PIGP,,,Tspan5,
,,,,,,,,,,,,,,,,PIGP,,,Tmem68,
,,,,,,,,,,,,,,,,TTC3,,,Rragd,
,,,,,,,,,,,,,,,,DYRK1A,,,Dnaja1,
,,,,,,,,,,,,,,,,ETS2,,,Cmpk1,
,,,,,,,,,,,,,,,,BRWD1,,,Ptp4a2,
,,,,,,,,,,,,,,,,BRWD1-AS1,,,Tprgl,
,,,,,,,,,,,,,,,,BRWD1-IT2,,,Afap1,
,,,,,,,,,,,,,,,,HMGN1,,,Cct6a,
,,,,,,,,,,,,,,,,PRDM15,,,Fam168a,
,,,,,,,,,,,,,,,,PRDM15,,,2210016L21Rik,
,,,,,,,,,,,,,,,,WDR4,,,Mlf2,
,,,,,,,,,,,,,,,,WDR4,,,Strap,
,,,,,,,,,,,,,,,,WDR4,,,C530028O21Rik,
,,,,,,,,,,,,,,,,WDR4,,,Wdr13,
,,,,,,,,,,,,,,,,WDR4,,,Vbp1,
,,,,,,,,,,,,,,,,U2AF1,,,2610002M06Rik,
,,,,,,,,,,,,,,,,AGPAT3,,,Sh3bgrl,
,,,,,,,,,,,,,,,,TRAPPC10,,,Ap1s2,
,,,,,,,,,,,,,,,,PRMT2,,,Ap3m2,
,,,,,,,,,,,,,,,,CECR6,,,Gnao1,
,,,,,,,,,,,,,,,,CECR6,,,Tmod2,
,,,,,,,,,,,,,,,,HIRA,,,Nedd4,
,,,,,,,,,,,,,,,,MRPL40,,,Fem1b,
,,,,,,,,,,,,,,,,C22orf29,,,Gas7,
,,,,,,,,,,,,,,,,GNB1L,,,Gtf2a2,
,,,,,,,,,,,,,,,,RANBP1,,,Gucy1a3,
,,,,,,,,,,,,,,,,TRMT2A,,,Lrrc58,
,,,,,,,,,,,,,,,,ZDHHC8,,,Tmx4,
,,,,,,,,,,,,,,,,RTN4R,,,Gna11,
,,,,,,,,,,,,,,,,MED15,,,Myl12b,
,,,,,,,,,,,,,,,,CRKL,,,Scai,
,,,,,,,,,,,,,,,,LZTR1,,,Dos,
,,,,,,,,,,,,,,,,UBE2L3,,,C030046I01Rik,
,,,,,,,,,,,,,,,,UBE2L3,,,Ids,
,,,,,,,,,,,,,,,,YDJC,,,Neto2,
,,,,,,,,,,,,,,,,YPEL1,,,15-Sep,
,,,,,,,,,,,,,,,,MAPK1,,,Ndufc1,
,,,,,,,,,,,,,,,,SPECC1L,,,Hook3,
,,,,,,,,,,,,,,,,GUCD1,,,Bag4,
,,,,,,,,,,,,,,,,SNRPD3,,,Sbno1,
,,,,,,,,,,,,,,,,FAM211B,,,Ccdc50,
,,,,,,,,,,,,,,,,MN1,,,Stox2,
,,,,,,,,,,,,,,,,EWSR1,,,Srcin1,
,,,,,,,,,,,,,,,,RHBDD3,,,Atp5j2,
,,,,,,,,,,,,,,,,MTFP1,,,Cables2,
,,,,,,,,,,,,,,,,MORC2,,,Azi2,
,,,,,,,,,,,,,,,,TUG1,,,Atp6v0e2,
,,,,,,,,,,,,,,,,PATZ1,,,Alg2,
,,,,,,,,,,,,,,,,EIF4ENIF1,,,Zfp704,
,,,,,,,,,,,,,,,,EIF4ENIF1,,,Fam102b,
,,,,,,,,,,,,,,,,YWHAH,,,Rfx3,
,,,,,,,,,,,,,,,,C22orf24,,,Ghitm,
,,,,,,,,,,,,,,,,FBXO7,,,Tmem29,
,,,,,,,,,,,,,,,,FBXO7,,,Mpped1,
,,,,,,,,,,,,,,,,LARGE,,,Moap1,
,,,,,,,,,,,,,,,,HMGXB4,,,Ppig,
,,,,,,,,,,,,,,,,NOL12,,,Adora1,
,,,,,,,,,,,,,,,,TMEM184B,,,Map3k9,
,,,,,,,,,,,,,,,,TMEM184B,,,Fam164a,
,,,,,,,,,,,,,,,,DDX17,,,Cnrip1,
,,,,,,,,,,,,,,,,CBX6,,,Zfp354c,
,,,,,,,,,,,,,,,,RPL3,,,Spred2,
,,,,,,,,,,,,,,,,SNORD43,,,Slc25a23,
,,,,,,,,,,,,,,,,TNRC6B,,,Mbtps2,
,,,,,,,,,,,,,,,,EP300,,,Rab2a,
,,,,,,,,,,,,,,,,MIR1281,,,Ankrd46,
,,,,,,,,,,,,,,,,ZC3H7B,,,Ctxn1,
,,,,,,,,,,,,,,,,TEF,,,2900062L11Rik,
,,,,,,,,,,,,,,,,TOB2,,,Amigo1,
,,,,,,,,,,,,,,,,ACO2,,,Rnf157,
,,,,,,,,,,,,,,,,PHF5A,,,Ube2ql1,
,,,,,,,,,,,,,,,,SREBF2,,,Ubxn7,
,,,,,,,,,,,,,,,,C22orf32,,,Fsd1l,
,,,,,,,,,,,,,,,,TTLL12,,,Cntn1,
,,,,,,,,,,,,,,,,PHF21B,,,Smyd3,
,,,,,,,,,,,,,,,,PHF21B,,,Eif1a,
,,,,,,,,,,,,,,,,PHF21B,,,Gnai1,
,,,,,,,,,,,,,,,,LOC100506714,,,Abat,
,,,,,,,,,,,,,,,,NUP50,,,Thra,
,,,,,,,,,,,,,,,,NUP50,,,Rcan3,
,,,,,,,,,,,,,,,,FBLN1,,,AI597468,
,,,,,,,,,,,,,,,,ATXN10,,,Rrp1,
,,,,,,,,,,,,,,,,PIM3,,,Lsamp,
,,,,,,,,,,,,,,,,SELO,,,Rpp25,
,,,,,,,,,,,,,,,,MAPK11,,,Cfl2,
,,,,,,,,,,,,,,,,DENND6B,,,Nol7,
,,,,,,,,,,,,,,,,SBF1,,,Zfp160,
,,,,,,,,,,,,,,,,MAPK8IP2,,,Myadm,
,,,,,,,,,,,,,,,,CRBN,,,Gjd2,
,,,,,,,,,,,,,,,,EDEM1,,,Slc25a16,
,,,,,,,,,,,,,,,,SETD5,,,Hnrnpul2,
,,,,,,,,,,,,,,,,SETD5-AS1,,,2700089E24Rik,
,,,,,,,,,,,,,,,,ARPC4,,,Svip,
,,,,,,,,,,,,,,,,ARPC4,,,Atxn7l3b,
,,,,,,,,,,,,,,,,ARPC4,,,Rc3h2,
,,,,,,,,,,,,,,,,ARPC4-TTLL3,,,Rab11b,
,,,,,,,,,,,,,,,,TADA3,,,2610524H06Rik,
,,,,,,,,,,,,,,,,CRELD1,,,Pcp4,
,,,,,,,,,,,,,,,,CRELD1,,,Stmn4,
,,,,,,,,,,,,,,,,RAF1,,,Grm2,
,,,,,,,,,,,,,,,,FGD5-AS1,,,Sdc3,
,,,,,,,,,,,,,,,,FGD5-AS1,,,Esrrg,
,,,,,,,,,,,,,,,,FGD5-AS1,,,Adamts15,
,,,,,,,,,,,,,,,,NR2C2,,,St18,
,,,,,,,,,,,,,,,,TBC1D5,,,Sstr1,
,,,,,,,,,,,,,,,,TBC1D5,,,Oaz2-ps,
,,,,,,,,,,,,,,,,RAB5A,,,Mmp12,
,,,,,,,,,,,,,,,,KAT2B,,,Apcdd1,
,,,,,,,,,,,,,,,,NR1D2,,,Lin52,
,,,,,,,,,,,,,,,,NR1D2,,,D430019H16Rik,
,,,,,,,,,,,,,,,,MIR4442,,,Cacna1b,
,,,,,,,,,,,,,,,,TOP2B,,,Slc6a4,
,,,,,,,,,,,,,,,,STT3B,,,Arc,
,,,,,,,,,,,,,,,,CTNNB1,,,Esyt1,
,,,,,,,,,,,,,,,,LIMD1-AS1,,,Psg28,
,,,,,,,,,,,,,,,,SACM1L,,,Myh2,
,,,,,,,,,,,,,,,,KIF9-AS1,,,Rpusd1,
,,,,,,,,,,,,,,,,SETD2,,,Serpinb2,
,,,,,,,,,,,,,,,,DHX30,,,A630089N07Rik,
,,,,,,,,,,,,,,,,NME6,,,Tfe3,
,,,,,,,,,,,,,,,,PLXNB1,,,Serpinf1,
,,,,,,,,,,,,,,,,PLXNB1,,,Kctd10,
,,,,,,,,,,,,,,,,CELSR3,,,Ocrl,
,,,,,,,,,,,,,,,,DALRD3,,,Rnd2,
,,,,,,,,,,,,,,,,MIR191,,,Ell2,
,,,,,,,,,,,,,,,,MIR425,,,Smo,
,,,,,,,,,,,,,,,,NDUFAF3,,,Zdhhc4,
,,,,,,,,,,,,,,,,NDUFAF3,,,Ltbp1,
,,,,,,,,,,,,,,,,RBM5,,,Mybpc3,
,,,,,,,,,,,,,,,,RBM15B,,,Acp2,
,,,,,,,,,,,,,,,,PCBP4,,,Rgs19,
,,,,,,,,,,,,,,,,PCBP4,,,Tsc2,
,,,,,,,,,,,,,,,,PCBP4,,,Jag2,
,,,,,,,,,,,,,,,,DUSP7,,,Relb,
,,,,,,,,,,,,,,,,WDR82,,,Sult2b1,
,,,,,,,,,,,,,,,,GNL3,,,Homer3,
,,,,,,,,,,,,,,,,PBRM1,,,Sec14l2,
,,,,,,,,,,,,,,,,NEK4,,,Fam5b,
,,,,,,,,,,,,,,,,TKT,,,Pde1c,
,,,,,,,,,,,,,,,,DCP1A,,,Mettl17,
,,,,,,,,,,,,,,,,FAM208A,,,Myo9b,
,,,,,,,,,,,,,,,,APPL1,,,Rrnad1,
,,,,,,,,,,,,,,,,PXK,,,Slc1a3,
,,,,,,,,,,,,,,,,ATXN7,,,Mprip,
,,,,,,,,,,,,,,,,THOC7,,,Cd247,
